0.499991,0.003000
0.499919,0.009000
0.499676,0.017996
0.499100,0.029982
0.497976,0.044939
0.496036,0.062833
0.492961,0.083605
0.488381,0.107162
0.481885,0.133366
0.473021,0.162022
0.461306,0.192865
0.446236,0.225551
0.427304,0.259636
0.404014,0.294572
0.375903,0.329692
0.342570,0.364206
0.303705,0.397194
0.259122,0.427616
0.208797,0.454317
0.152908,0.476045
0.091873,0.491487
0.026386,0.499303
-0.042550,0.498186
-0.113601,0.486924
-0.185090,0.464480
-0.255008,0.430082
-0.321038,0.383320
-0.380614,0.324243
-0.431000,0.253453
-0.469413,0.172197
-0.493160,0.082418
-0.499826,-0.013202
-0.487463,-0.111264
-0.455641,-0.205890
-0.405655,-0.292308
-0.339496,-0.367073
-0.259803,-0.427203
-0.169752,-0.470302
-0.072933,-0.494652
0.026793,-0.499282
0.125451,-0.484006
0.219107,-0.449435
0.304029,-0.396947
0.376829,-0.328633
0.434607,-0.247218
0.475059,-0.155947
0.496571,-0.058459
0.498286,0.041360
0.498286,0.041360
0.480137,0.139530
0.442846,0.232137
0.387900,0.315490
0.317490,0.386265
0.234422,0.441640
0.142009,0.479410
0.043934,0.498066
-0.055892,0.496866
-0.153490,0.475858
-0.244969,0.435879
-0.326682,0.378522
-0.395370,0.306075
-0.448297,0.221426
-0.483352,0.127950
-0.499137,0.029372
-0.495022,-0.070377
-0.471173,-0.167319
-0.428540,-0.257592
-0.368822,-0.337595
-0.294400,-0.404139
-0.208242,-0.454572
-0.113782,-0.486882
-0.014785,-0.499781
0.084801,-0.492756
0.181006,-0.466087
0.270277,-0.421306
0.356879,-0.371306
0.443482,-0.321306
0.530084,-0.271306
0.616687,-0.221306
0.703289,-0.171306
0.789892,-0.121306
0.876494,-0.071306
0.963097,-0.021306
1.049700,0.028694
1.136302,0.078694
1.222905,0.128694
1.309507,0.178694
1.396110,0.228694
1.482712,0.278694
1.569315,0.328694
1.655917,0.378694
1.742520,0.428694
1.824521,0.485649
1.893621,0.557704
1.947029,0.642050
1.982615,0.735325
1.998961,0.833812
1.995415,0.933582
1.972118,1.030659
1.930000,1.121173
1.870738,1.201515
1.796697,1.268482
1.710827,1.319404
1.616552,1.352251
1.517631,1.365714
1.418006,1.359257
1.321651,1.333135
1.232406,1.288392
1.153828,1.226810
1.089052,1.150844
1.040659,1.063524
1.010578,0.968330
1.000009,0.869058
1.009373,0.769665
1.038297,0.674113
1.085628,0.586212
1.149478,0.509467
1.227302,0.446936
1.315998,0.401113
1.412030,0.373825
1.511568,0.366159
1.610646,0.378422
1.705312,0.410123
1.791793,0.460000
1.866642,0.526064
1.926873,0.605681
1.970087,0.695677
1.994559,0.792465
2.000000,0.892197
2.000000,0.992197
2.000000,1.092197
2.000000,1.192197
2.000000,1.292197
2.000000,1.392197
2.000000,1.492197
2.000000,1.592197
2.000000,1.692197
2.000000,1.792197
2.000000,1.892197
2.000000,1.992197
2.000000,2.092197
2.000000,2.192197
2.000000,2.292197
2.000000,2.392197
2.000000,2.492197
2.000000,2.592197
1.991167,2.691642
1.962788,2.787357
1.915959,2.875525
1.852547,2.952633
1.775080,3.015606
1.686646,3.061933
1.590772,3.089768
1.491278,3.098000
1.392132,3.086302
1.297287,3.055140
1.210523,3.005757
1.135300,2.940120
1.074616,2.860847
1.030891,2.771098
1.005868,2.674452
1.000544,2.574761
1.015132,2.475999
1.049050,2.382104
1.100946,2.296819
1.168751,2.223544
1.249762,2.165201
1.340749,2.124115
1.438085,2.101924
1.537890,2.099514
1.636183,2.116979
1.729048,2.153625
1.812781,2.207989
1.884045,2.277905
1.939998,2.360585
1.978409,2.452733
1.997748,2.550675
1.997243,2.650507
1.976915,2.748249
1.937574,2.840004
1.880788,2.922114
1.808821,2.991306
1.724542,3.044821
1.631312,3.080525
1.532847,3.096996
1.433072,3.093577
1.335965,3.070403
1.245384,3.028424
1.158781,2.978424
1.072179,2.928424
0.985576,2.878424
0.898974,2.828424
0.812371,2.778424
0.725769,2.728424
0.639166,2.678424
0.552564,2.628424
0.465961,2.578424
0.379358,2.528424
0.292756,2.478424
0.206153,2.428424
0.119551,2.378424
0.032948,2.328424
-0.053654,2.278424
-0.140257,2.228424
-0.226859,2.178424
-0.310555,2.123913
-0.382215,2.054404
-0.438638,1.972044
-0.477574,1.880116
-0.497470,1.782285
-0.497534,1.682452
-0.477763,1.584596
-0.438944,1.492618
-0.382627,1.410186
-0.311055,1.340586
-0.227083,1.286592
-0.134057,1.250357
-0.035687,1.233326
0.064106,1.236177
0.161343,1.258798
0.252147,1.300285
0.332900,1.358985
0.400381,1.432559
0.451899,1.518072
0.485403,1.612116
0.499554,1.710941
0.493790,1.810608
0.468340,1.907143
0.424219,1.996698
0.363186,2.075702
0.287673,2.141006
0.200692,2.190006
0.105710,2.220748
0.006514,2.232008
-0.092942,2.223337
-0.188693,2.195079
-0.276921,2.148361
-0.354109,2.085047
-0.417180,2.007660
-0.463620,1.919285
-0.491576,1.823446
-0.499935,1.723963
-0.488362,1.624803
-0.457321,1.529918
-0.408047,1.443091
-0.342506,1.367785
-0.263310,1.307001
-0.173617,1.263162
-0.077003,1.238016
0.022682,1.232566
0.121462,1.247028
0.215400,1.280827
0.300751,1.332615
0.374112,1.400327
0.432558,1.481264
0.473759,1.572199
0.496073,1.669507
0.500000,1.769342
0.500000,1.869342
0.500000,1.969342
0.500000,2.069342
0.500000,2.169342
0.500000,2.269342
0.500000,2.369342
0.500000,2.469342
0.500000,2.569342
0.500000,2.669342
0.500000,2.769342
0.500000,2.869342
0.500000,2.969342
0.500000,3.069342
0.500000,3.169342
0.500000,3.269342
0.500000,3.369342
0.499973,3.469342
0.488965,3.568567
0.458464,3.663627
0.409686,3.750733
0.344575,3.826411
0.265726,3.887646
0.176284,3.931995
0.079814,3.957690
-0.019837,3.963708
-0.118699,3.949808
-0.212827,3.916544
-0.298472,3.865243
-0.372217,3.797950
-0.431122,3.717347
-0.472841,3.626649
-0.495709,3.529469
-0.498814,3.429684
-0.482033,3.331271
-0.446035,3.238154
-0.392256,3.154044
-0.322838,3.082296
-0.240549,3.025768
-0.148671,2.986716
-0.050865,2.966696
0.048968,2.966505
0.146849,2.986152
0.238875,3.024854
0.321379,3.081067
0.391070,3.152550
0.445170,3.236454
0.481523,3.329434
0.498679,3.427782
0.495954,3.527578
0.473457,3.624844
0.432085,3.715701
0.375970,3.798426
0.318235,3.880075
0.260500,3.961725
0.202765,4.043375
0.145029,4.125024
0.087294,4.206674
0.029559,4.288324
-0.028176,4.369973
-0.085911,4.451623
-0.143646,4.533273
-0.201381,4.614922
-0.259116,4.696572
-0.316851,4.778222
-0.374586,4.859871
-0.430874,4.942485
-0.472681,5.033143
-0.495644,5.130299
-0.498848,5.230081
-0.482163,5.328511
-0.446256,5.421663
-0.392559,5.505826
-0.323211,5.577642
-0.240978,5.634250
-0.149138,5.673392
-0.051353,5.693508
0.048480,5.693797
0.146381,5.674245
0.238445,5.635634
0.321004,5.579502
0.390765,5.508087
0.444947,5.424236
0.481391,5.331292
0.498643,5.232960
0.496016,5.133162
0.473615,5.035874
0.432331,4.944976
0.373813,4.864092
0.300391,4.796446
0.214994,4.744735
0.121025,4.711021
0.022232,4.696647
-0.077447,4.702187
-0.174039,4.727420
-0.263693,4.771339
-0.342834,4.832195
-0.408307,4.907561
-0.457503,4.994431
-0.488459,5.089344
-0.499942,5.188515
-0.491493,5.287990
-0.463451,5.383804
-0.416932,5.472137
-0.353791,5.549468
-0.276546,5.612712
-0.190449,5.663547
-0.103847,5.713547
-0.017244,5.763547
0.069359,5.813547
0.155961,5.863547
0.242564,5.913547
0.329166,5.963547
0.415769,6.013547
0.502371,6.063547
0.588974,6.113547
0.675576,6.163547
0.762179,6.213547
0.848781,6.263547
0.935384,6.313547
1.021986,6.363547
1.108589,6.413547
1.195192,6.463547
1.282439,6.512364
1.376214,6.546613
1.474924,6.561549
1.574633,6.556576
1.671367,6.531894
1.761270,6.488485
1.840756,6.428081
1.906657,6.353090
1.956347,6.266501
1.987843,6.171766
1.999890,6.072662
1.992008,5.973140
1.964512,5.877168
1.918497,5.788572
1.855798,5.710883
1.778914,5.647199
1.690911,5.600060
1.595296,5.571343
1.495883,5.562195
1.396634,5.572979
1.301505,5.603266
1.214290,5.651849
1.138466,5.716790
1.077054,5.795500
1.032504,5.884842
1.006592,5.981254
1.000350,6.080892
1.014028,6.179784
1.047080,6.273988
1.098188,6.359747
1.165316,6.433643
1.245786,6.492730
1.336391,6.534652
1.433518,6.557738
1.533296,6.561068
1.631746,6.544508
1.724945,6.508720
1.809175,6.455129
1.881079,6.385873
1.937791,6.303712
1.977050,6.211921
1.997290,6.114161
1.997705,6.014329
1.978278,5.916404
1.939784,5.824290
1.883756,5.741661
1.812430,5.671809
1.728648,5.617520
1.635750,5.580959
1.537441,5.563582
1.437639,5.566082
1.340323,5.588360
1.249372,5.629528
1.168414,5.687944
1.100675,5.761280
1.048856,5.846612
1.015022,5.940537
1.000523,6.039312
1.000000,6.139304
1.000000,6.239304
1.000000,6.339304
1.000000,6.439304
1.000000,6.539304
1.000000,6.639304
1.000000,6.739304
1.000000,6.839304
1.000000,6.939304
1.000000,7.039304
1.000000,7.139304
1.000000,7.239304
1.000000,7.339304
1.000000,7.439304
1.000000,7.539304
1.000000,7.639304
1.000000,7.739304
1.002030,7.839243
1.020900,7.937277
1.058869,8.029608
1.114425,8.112555
1.185353,8.182812
1.268824,8.237577
1.361512,8.274667
1.459721,8.292604
1.559536,8.290671
1.656977,8.268948
1.748160,8.228299
1.829450,8.170344
1.897605,8.097395
1.949909,8.012360
1.984277,7.918629
1.999339,7.819938
1.994493,7.720223
1.969933,7.623457
1.926639,7.533500
1.866336,7.453937
1.791428,7.387941
1.704902,7.338142
1.610207,7.306525
1.511118,7.294352
1.411586,7.302108
1.315580,7.329482
1.226925,7.375385
1.149157,7.437986
1.085376,7.514789
1.038124,7.602732
1.009287,7.698310
1.000012,7.797711
1.010670,7.896974
1.040837,7.992141
1.089309,8.079417
1.154153,8.155324
1.232786,8.216836
1.322071,8.261499
1.418450,8.287533
1.518081,8.293902
1.616990,8.280349
1.711235,8.247417
1.797059,8.196417
1.871040,8.129384
1.930229,8.048989
1.972266,7.958437
1.995476,7.861339
1.998932,7.761566
1.982497,7.663094
1.946827,7.569851
1.893343,7.485552
1.824178,7.413560
1.742089,7.356744
1.650349,7.317369
1.552614,7.297005
1.452782,7.296463
1.354833,7.315766
1.262671,7.354144
1.175965,7.403960
1.089362,7.453960
1.002759,7.503960
0.916157,7.553960
0.829554,7.603960
0.742952,7.653960
0.656349,7.703960
0.569747,7.753960
0.483144,7.803960
0.396542,7.853960
0.309939,7.903960
0.223337,7.953960
0.136734,8.003960
0.050131,8.053960
-0.036471,8.103960
-0.123074,8.153960
-0.209676,8.203960
-0.294764,8.256380
-0.369126,8.322991
-0.428772,8.403048
-0.471324,8.493359
-0.495086,8.590323
-0.499110,8.690076
-0.483236,8.788639
-0.448098,8.882084
-0.395095,8.966685
-0.326341,9.039070
-0.244576,9.096353
-0.153062,9.136250
-0.055445,9.157170
0.044383,9.158280
0.142440,9.139536
0.234820,9.101683
0.317837,9.046233
0.388184,8.975394
0.443055,8.891992
0.480262,8.799351
0.498323,8.701165
0.496518,8.601348
0.474918,8.503880
0.434384,8.412645
0.376533,8.331282
0.303671,8.263034
0.218702,8.210622
0.125015,8.176135
0.026343,8.160948
-0.073379,8.165668
-0.170175,8.190105
-0.260187,8.233285
-0.339827,8.293487
-0.405918,8.368311
-0.455827,8.454774
-0.487563,8.549429
-0.499862,8.648502
-0.492233,8.748043
-0.464980,8.844085
-0.419190,8.932798
-0.356688,9.010645
-0.279966,9.074523
-0.192082,9.121886
-0.096541,9.150845
0.002848,9.160246
0.102125,9.149713
0.197330,9.119668
0.284668,9.071307
0.360657,9.006558
0.422268,8.928004
0.467044,8.838775
0.493201,8.742429
0.500000,8.642804
0.500000,8.542804
0.500000,8.442804
0.500000,8.342804
0.500000,8.242804
0.500000,8.142804
0.500000,8.042804
0.500000,7.942804
0.500000,7.842804
0.500000,7.742804
0.500000,7.642804
0.500000,7.542804
0.500000,7.442804
0.500000,7.342804
0.500000,7.242804
0.500000,7.142804
0.500000,7.042804
0.500000,6.942804
0.492725,6.843218
0.466019,6.747023
0.420735,6.658051
0.358677,6.579849
0.282320,6.515535
0.194708,6.467672
0.099333,6.438170
-0.000001,6.428203
-0.099336,6.438170
-0.194710,6.467673
-0.282322,6.515536
-0.358679,6.579851
-0.420736,6.658053
-0.466020,6.747026
-0.492725,6.843221
-0.499787,6.942804
-0.486924,7.041806
-0.454648,7.136278
-0.404247,7.222455
-0.337731,7.296901
-0.257750,7.356648
-0.167493,7.399315
-0.070559,7.423200
0.029188,7.427351
0.127772,7.411602
0.221261,7.376582
0.305930,7.323686
0.378402,7.255024
0.435789,7.173333
0.475801,7.081868
0.496846,6.984278
0.498082,6.884452
0.479462,6.786371
0.441727,6.693944
0.386381,6.610856
0.315632,6.540419
0.232300,6.485443
0.139707,6.448118
0.041543,6.429932
-0.058276,6.431611
-0.155772,6.453087
-0.247058,6.493505
-0.333666,6.543495
-0.420269,6.593495
-0.506871,6.643495
-0.593474,6.693495
-0.680076,6.743495
-0.766679,6.793495
-0.853281,6.843495
-0.939884,6.893495
-1.026486,6.943495
-1.113089,6.993495
-1.199691,7.043495
-1.286294,7.093495
-1.372897,7.143495
-1.459499,7.193495
-1.546102,7.243495
-1.632704,7.293495
-1.719307,7.343495
-1.803673,7.397010
-1.876535,7.465258
-1.934386,7.546622
-1.974919,7.637857
-1.996518,7.735325
-1.998323,7.835142
-1.980262,7.933328
-1.943053,8.025969
-1.888182,8.109371
-1.817835,8.180209
-1.734817,8.235659
-1.642438,8.273511
-1.544380,8.292255
-1.444553,8.291145
-1.346936,8.270224
-1.255421,8.230327
-1.173658,8.173043
-1.104904,8.100658
-1.051901,8.016056
-1.016763,7.922611
-1.000890,7.824048
-1.004915,7.724295
-1.028677,7.627331
-1.071230,7.537021
