-0.000000,-0.000000,0.000933
-0.000000,-0.000000,0.000934
-0.000000,-0.000000,0.000936
-0.000000,-0.000000,0.000937
-0.000000,-0.000000,0.000937
-0.000000,-0.000000,0.000931
-0.000000,-0.000000,0.000927
-0.000000,-0.000000,0.000929
-0.000000,-0.000000,0.000931
-0.000000,-0.000000,0.000936
-0.000000,-0.000000,0.000940
-0.000000,-0.000000,0.000936
-0.000000,-0.000000,0.000933
-0.000000,-0.000000,0.000935
-0.000000,-0.000000,0.000938
-0.000000,-0.000000,0.000943
0.000140,0.000000,0.000945
0.000878,0.000001,0.000940
0.001653,0.000002,0.001866
0.002459,0.000004,0.004964
0.003312,0.000010,0.008645
0.004196,0.000019,0.013686
0.005077,0.000033,0.018667
0.005953,0.000052,0.023506
0.006827,0.000074,0.028298
0.007701,0.000101,0.032981
0.008548,0.000130,0.037742
0.009545,0.000171,0.043673
0.010378,0.000209,0.049410
0.011214,0.000253,0.055943
0.012050,0.000302,0.062361
0.012884,0.000357,0.068663
0.013717,0.000416,0.074935
0.014551,0.000481,0.081175
0.015383,0.000551,0.087430
0.016214,0.000627,0.093699
0.017051,0.000708,0.100196
0.017887,0.000794,0.106920
0.018721,0.000886,0.114180
0.019557,0.000985,0.121976
0.020391,0.001090,0.129667
0.021224,0.001202,0.137251
0.022058,0.001320,0.144810
0.022889,0.001444,0.152343
0.023720,0.001575,0.159894
0.024550,0.001711,0.167464
0.025418,0.001861,0.175245
0.026288,0.002018,0.183237
0.027163,0.002184,0.191698
0.028038,0.002357,0.200628
0.028914,0.002539,0.209513
0.029788,0.002729,0.218351
0.030658,0.002925,0.227129
0.031526,0.003130,0.235848
0.032393,0.003342,0.244570
0.033257,0.003561,0.253293
0.034136,0.003792,0.262020
0.035040,0.004038,0.270753
0.035942,0.004293,0.280172
0.036847,0.004557,0.290278
0.037752,0.004832,0.300369
0.038655,0.005116,0.310445
0.039554,0.005409,0.320474
0.040450,0.005711,0.330457
0.041341,0.006021,0.340454
0.042229,0.006340,0.350466
0.043155,0.006684,0.360648
0.044084,0.007039,0.370998
0.045011,0.007405,0.381910
0.045939,0.007783,0.393383
0.046864,0.008173,0.404806
0.047784,0.008573,0.416180
0.048701,0.008983,0.427510
0.049701,0.009446,0.439926
0.050605,0.009877,0.451237
0.051505,0.010319,0.462565
0.052399,0.010770,0.473898
0.053296,0.011236,0.485237
0.054222,0.011731,0.496902
0.055143,0.012237,0.508786
0.056061,0.012755,0.521275
0.056977,0.013288,0.534168
0.057885,0.013833,0.546967
0.058788,0.014389,0.559704
0.059681,0.014956,0.572397
0.060567,0.015534,0.585061
0.061740,0.016322,0.599128
0.062816,0.017066,0.611988
0.063894,0.017832,0.625063
0.064979,0.018624,0.638231
0.066273,0.019600,0.654149
0.067335,0.020424,0.667447
0.068487,0.021344,0.682044
0.069521,0.022194,0.695312
0.070542,0.023056,0.708581
0.071908,0.024246,0.725833
0.073084,0.025303,0.739105
0.074262,0.026390,0.752463
0.075437,0.027503,0.766018
0.076610,0.028646,0.779655
0.077772,0.029809,0.793482
0.078914,0.030983,0.807305
0.080035,0.032170,0.821118
0.081139,0.033370,0.834915
0.082225,0.034585,0.848676
0.083646,0.036226,0.866588
0.084764,0.037558,0.880388
0.085866,0.038910,0.894930
0.086951,0.040282,0.909966
0.088232,0.041958,0.928104
0.089277,0.043374,0.943259
0.090299,0.044804,0.958346
0.091299,0.046247,0.973416
0.092276,0.047704,0.988478
0.093262,0.049225,1.003539
0.094356,0.050967,1.018681
0.095439,0.052754,1.033844
0.096504,0.054570,1.049090
0.097545,0.056411,1.064357
0.098562,0.058275,1.079652
0.099552,0.060155,1.094954
0.100605,0.062239,1.111773
0.101531,0.064145,1.127060
0.102428,0.066066,1.142348
0.103302,0.068016,1.157635
0.104211,0.070128,1.173017
0.105095,0.072273,1.188410
0.105947,0.074438,1.204489
0.106766,0.076620,1.220645
0.107550,0.078817,1.236967
0.108299,0.081028,1.253307
0.109081,0.083474,1.271259
0.109753,0.085708,1.287577
0.110388,0.087953,1.303805
0.110988,0.090210,1.320033
0.111628,0.092788,1.336230
0.112419,0.096247,1.357210
0.113251,0.100303,1.381120
0.113801,0.103295,1.398650
