0.200000,0.000187,0.000933
0.200000,0.000187,0.000934
0.200000,0.000187,0.000936
0.200000,0.000187,0.000937
0.200000,0.000187,0.000937
0.200000,0.000186,0.000931
0.200000,0.000185,0.000927
0.200000,0.000186,0.000929
0.200000,0.000186,0.000931
0.200000,0.000187,0.000936
0.200000,0.000188,0.000940
0.200000,0.000187,0.000936
0.200000,0.000187,0.000933
0.200000,0.000187,0.000935
0.200000,0.000188,0.000938
0.200000,0.000189,0.000943
0.200139,0.000189,0.000945
0.200878,0.000189,0.000940
0.201653,0.000375,0.001866
0.202456,0.000997,0.004964
0.203304,0.001739,0.008645
0.204178,0.002757,0.013686
0.205043,0.003767,0.018667
0.205897,0.004752,0.023506
0.206747,0.005733,0.028298
0.207593,0.006696,0.032981
0.208405,0.007677,0.037742
0.209354,0.008903,0.043673
0.210134,0.010087,0.049410
0.210901,0.011436,0.055943
0.211661,0.012766,0.062361
0.212413,0.014079,0.068663
0.213156,0.015389,0.074935
0.213892,0.016699,0.081175
0.214619,0.018015,0.087430
0.215337,0.019339,0.093699
0.216048,0.020713,0.100196
0.216745,0.022138,0.106920
0.217419,0.023673,0.114180
0.218071,0.025320,0.121976
0.218712,0.026951,0.129667
0.219344,0.028566,0.137251
0.219965,0.030181,0.144810
0.220573,0.031795,0.152343
0.221168,0.033417,0.159894
0.221752,0.035048,0.167464
0.222355,0.036731,0.175245
0.222940,0.038461,0.183237
0.223499,0.040289,0.191698
0.224027,0.042215,0.200628
0.224540,0.044136,0.209513
0.225039,0.046053,0.218351
0.225522,0.047962,0.227129
0.225989,0.049863,0.235848
0.226441,0.051769,0.244570
0.226875,0.053679,0.253293
0.227309,0.055598,0.262020
0.227753,0.057530,0.270753
0.228144,0.059597,0.280172
0.228480,0.061801,0.290278
0.228798,0.064007,0.300369
0.229094,0.066213,0.310445
0.229371,0.068413,0.320474
0.229628,0.070606,0.330457
0.229861,0.072804,0.340454
0.230071,0.075008,0.350466
0.230289,0.077260,0.360648
0.230477,0.079548,0.370998
0.230602,0.081944,0.381910
0.230663,0.084446,0.393383
0.230700,0.086941,0.404806
0.230713,0.089426,0.416180
0.230701,0.091904,0.427510
0.230658,0.094620,0.439926
0.230586,0.097092,0.451237
0.230487,0.099567,0.462565
0.230358,0.102042,0.473898
0.230209,0.104520,0.485237
0.230035,0.107071,0.496902
0.229811,0.109660,0.508786
0.229498,0.112352,0.521275
0.229115,0.115113,0.534168
0.228707,0.117852,0.546967
0.228270,0.120576,0.559704
0.227802,0.123286,0.572397
0.227303,0.125984,0.585061
0.226906,0.129107,0.599128
0.226517,0.131965,0.611988
0.226080,0.134862,0.625063
0.225609,0.137779,0.638231
0.224987,0.141296,0.654149
0.224416,0.144221,0.667447
0.223744,0.147420,0.682044
0.223091,0.150319,0.695312
0.222399,0.153208,0.708581
0.221497,0.156998,0.725833
0.220898,0.160028,0.739105
0.220264,0.163078,0.752463
0.219572,0.166157,0.766018
0.218842,0.169253,0.779655
0.218046,0.172369,0.793482
0.217203,0.175468,0.807305
0.216316,0.178552,0.821118
0.215387,0.181618,0.834915
0.214421,0.184666,0.848676
0.213132,0.188650,0.866588
0.212135,0.191755,0.880388
0.210981,0.194943,0.894930
0.209706,0.198179,0.909966
0.208103,0.202055,0.928104
0.206708,0.205269,0.943259
0.205274,0.208452,0.958346
0.203794,0.211609,0.973416
0.202268,0.214742,0.988478
0.200726,0.217900,1.003539
0.199253,0.221251,1.018681
0.197743,0.224608,1.033844
0.196176,0.227964,1.049090
0.194558,0.231306,1.064357
0.192889,0.234634,1.079652
0.191169,0.237937,1.094954
0.189220,0.241536,1.111773
0.187395,0.244776,1.127060
0.185520,0.247988,1.142348
0.183603,0.251187,1.157635
0.181685,0.254513,1.173017
0.179722,0.257828,1.188410
0.177581,0.261169,1.204489
0.175374,0.264484,1.220645
0.173083,0.267776,1.236967
0.170736,0.271033,1.253307
0.168096,0.274569,1.271259
0.165642,0.277740,1.287577
0.163154,0.280867,1.303805
0.160617,0.283955,1.320033
0.158112,0.287311,1.336230
0.154812,0.291702,1.357210
0.150960,0.296716,1.381120
0.148061,0.300339,1.398650
0.144282,0.304885,1.420960
0.141522,0.308080,1.436893
0.138710,0.311230,1.452827
0.135849,0.314333,1.468761
0.132939,0.317503,1.484745
0.129963,0.320717,1.500847
0.126892,0.323899,1.517168
0.123666,0.327036,1.534000
0.120390,0.330120,1.550827
0.117064,0.333150,1.567643
0.113690,0.336123,1.584445
0.110274,0.339041,1.601215
0.106811,0.341902,1.617974
0.103306,0.344705,1.634705
0.099380,0.347987,1.653096
0.095749,0.351075,1.669792
0.092115,0.354140,1.686233
0.088505,0.357170,1.702292
0.084846,0.360149,1.718353
0.081137,0.363079,1.734418
0.077376,0.365944,1.750514
0.073560,0.368743,1.766658
0.069701,0.371481,1.782797
0.065799,0.374158,1.798929
0.061841,0.376825,1.815062
0.057817,0.379517,1.831197
0.053666,0.382134,1.847753
0.049349,0.384647,1.864939
0.044970,0.387083,1.882223
0.040520,0.389439,1.899651
0.036024,0.391714,1.917113
0.031479,0.393907,1.934623
0.026900,0.396020,1.952118
0.022289,0.398054,1.969589
0.017548,0.400214,1.987086
0.012729,0.402364,2.004622
0.007856,0.404437,2.022217
0.002433,0.406616,2.041670
-0.002535,0.408522,2.059327
-0.007532,0.410344,2.076958
-0.012553,0.412078,2.094554
-0.017598,0.413728,2.112116
-0.022674,0.415286,2.129698
-0.027780,0.416752,2.147299
-0.033030,0.418311,2.164887
-0.038375,0.419883,2.182463
-0.043743,0.421383,2.199960
-0.049128,0.422805,2.217376
-0.054547,0.424148,2.234786
-0.059992,0.425403,2.252188
-0.065456,0.426563,2.269581
-0.070935,0.427628,2.286966
-0.076976,0.428689,2.306059
-0.082481,0.429557,2.323393
-0.088225,0.430562,2.340737
-0.094009,0.431490,2.358087
-0.099792,0.432358,2.375234
-0.105581,0.433158,2.392244
-0.111395,0.433863,2.409285
-0.117223,0.434466,2.426346
-0.123052,0.434974,2.443359
-0.128883,0.435387,2.460340
-0.134720,0.435702,2.477315
-0.140561,0.435918,2.494286
-0.146405,0.436034,2.511263
-0.152450,0.436193,2.528244
-0.158566,0.436385,2.544867
-0.164679,0.436530,2.561252
-0.170772,0.436647,2.577279
-0.176850,0.436713,2.593068
-0.182946,0.436659,2.609009
-0.189048,0.436487,2.625053
-0.195138,0.436227,2.641039
-0.201221,0.435876,2.656987
-0.207447,0.435468,2.673102
-0.213709,0.434956,2.689327
-0.220040,0.434212,2.706307
-0.226402,0.433267,2.723791
-0.232764,0.432175,2.741478
-0.239116,0.430945,2.759299
-0.245443,0.429602,2.777112
-0.251744,0.428148,2.794921
-0.258011,0.426605,2.812607
-0.264245,0.424968,2.830211
